"","Date","Championnat","Home_id","Away_id","Bet","Bookmaker","Odd","Stake","Result","EarningsMatch","x","n"
"470",2020-02-23,"Bundesliga 2","Nurnberg","Darmstadt","X","1xBet",3.34,20,0,-20,1,470
"471",2020-02-23,"Bundesliga 2","Sandhausen","Karlsruher","X","1xBet",3.64,20,0,-20,1,471
"472",2020-02-23,"Ligue 1","St Etienne","Reims","St Etienne","1xBet",2.5,20,0,-20,1,472
"473",2020-02-23,"Jupiler League","Club Bruges","Royal Charleroi","Royal Charleroi","1xBet",6,20,0,-20,1,473
"474",2020-02-23,"Bundesliga","Leverkusen","Augsbourg","Augsburg","1xBet",6.2,20,0,-20,1,474
"475",2020-02-23,"Liga Primera","Real Valladolid","Espanyol Barcelone","X","1xBet",2.98,20,0,-20,1,475
"476",2020-02-23,"SC0","Celtic","Kilmarnock","X","1xBet",7.7,20,0,-20,1,476
"477",2020-02-23,"Liga NOS","Moreirense","Santa Clara","Santa Clara","1xBet",3.28,20,0,-20,1,477
"478",2020-02-23,"Liga NOS","Pacos Ferreira","Famaliçao","X","1xBet",3.1,20,0,-20,1,478
"479",2020-02-26,"Championship","Fulham","Swansea","Swansea","1xBet",4.5,30,0,-30,1,479
"480",2020-02-26,"Championship","Hull City","Barnsley","Barnsley","1xBet",2.68,30,1,50.4,1,480
"481",2020-02-26,"Championship","Middlesbrough","Leeds","X","1xBet",3.92,30,0,-30,1,481
"482",2020-02-26,"Championship","Millwall","Birmingham","Millwall","1xBet",2.23,30,0,-30,1,482
"483",2020-02-26,"Championship","Reading","Wigan","Reading","1xBet",2.24,30,0,-30,1,483
"484",2020-02-26,"Championship","Sheffield Wednesday","Charlton","Charlton","1xBet",5.15,30,0,-30,1,484
"485",2020-02-26,"NBA","CHA","NYK","CHA ","1xBet",2.035,100,1,103.5,1,485
"486",2020-02-26,"NBA","HOU","MEM","MEM","1xBet",6.5,100,0,-100,1,486
"487",2020-02-28,"Bundesliga 2","Regensburg","Dresden","X","Winamax",3.2,6,0,-6,1,487
"488",2020-02-28,"Bundesliga 2","Karlsruhe","Nuremberg","X","Winamax",2.95,6,0,-6,1,488
"489",2020-02-28,"Eredivisie","Willem II","Groningen","Willem II","Betclic",2.28,12,1,15.36,1,489
"490",2020-02-28,"Ligue 2","Caen","Grenoble","Caen","Winamax",2.6,12,1,19.2,1,490
"491",2020-02-28,"Ligue 2","Chateauroux","Le Havre","Le Havre","Winamax",2.05,12,1,12.6,1,491
"492",2020-02-28,"Ligue 2","Nancy","Clermont","Clermont","Winamax",2.75,12,1,21,1,492
"493",2020-02-28,"Ligue 2","Sochaux","Rodez","Sochaux","Winamax",2.27,12,0,-12,1,493
"494",2020-02-28,"Jupiler League","Saint-Trond","Malines","Saint-trond","Winamax",2.7,6,0,-6,1,494
"495",2020-02-28,"Ligue 1","Nimes","Marseille","Marseille","Winamax",2.2,6,1,7.2,1,495
"496",2020-02-28,"Premier League","Norwich","Leicester","Leicester","Winamax",1.76,6,0,-6,1,496
"497",2020-02-28,"Liga Primera","Real Sociedad","Valladolid","X","Winamax",4.3,6,0,-6,1,497
"498",2020-02-28,"Liga NOS","Portimonense","Vitoria setubal","Vitoria setubal","Winamax",4.5,6,0,-6,1,498
"499",2020-02-29,"NBA","MIA","DAL","DAL","Betclic",2.23,25,0,-25,1,499
"500",2020-02-29,"NBA","NOP","CLE ","CLE ","Betclic",7.6,25,0,-25,1,500
"501",2020-02-29,"NBA","TOR","CHA","CHA","Winamax",9,25,1,200,1,501
"502",2020-02-29,"NBA","ATL","BRK","ATL","Winamax",2.25,25,1,31.25,1,502
"503",2020-02-29,"NBA","LAC","DEN","DEN","Betclic",3.04,25,0,-25,1,503
"504",2020-02-29,"Bundesliga 2","Darmstadt","Heidenheim","X","Betclic",2.86,7.84,0,-7.84,1,504
"505",2020-02-29,"Premier League","Brighton","Crystal palace","X","Winamax",3.25,3.9,0,-3.9,1,505
"506",2020-02-29,"Ligue 2","Lorient ","chambly","chambly","Winamax",8.3,7.8,1,56.94,1,506
"507",2020-02-29,"Serie A","Lazio rome","bologne","bologne","Winamax",6.25,10.7,0,-10.7,1,507
"508",2020-02-29,"Bundesliga","ausbourg","borussia gladbach","M'gladbach","Winamax",1.82,7.8,1,6.396,1,508
"509",2020-02-29,"Bundesliga","Mayence ","Paderborn","Paderborn","Winamax",4.1,7.8,0,-7.8,1,509
"510",2020-02-29,"Premier League","Bournemouth","chelsea","X","Winamax",3.8,3.9,1,10.92,1,510
"511",2020-02-29,"Premier League","newcastle united","Burnley","Newcastle","Winamax",2.75,3.9,0,-3.9,1,511
"512",2020-02-29,"Premier League","West Ham united","Southampton","West Ham","Winamax",2.6,3.9,1,6.24,1,512
"513",2020-02-29,"Championship","Huddersfield","charlton","charlton","Winamax",5.1,7.8,0,-7.8,1,513
"514",2020-02-29,"Championship","QPR","birmingham","birmingham","Winamax",3.05,7.8,0,-7.8,1,514
"515",2020-02-29,"Championship","shefield ","derby","Shefield","Winamax",2,7.8,0,-7.8,1,515
"516",2020-02-29,"Championship","blackburn","swansea","Blackburn","Winamax",2.05,7.8,0,-7.8,1,516
"517",2020-02-29,"Championship","luton","stoke city","luton","Winamax",3.2,7.8,0,-7.8,1,517
"518",2020-02-29,"Championship","Milwall","bristol city","Bristol","Winamax",4.1,7.8,0,-7.8,1,518
"519",2020-02-29,"Championship","Fulham","Preston","Preston","Winamax",4,7.8,0,-7.8,1,519
"520",2020-02-29,"Championship","Cardiff","Brentford","Brentford","Winamax",2,7.8,0,-7.8,1,520
"521",2020-02-29,"Championship","Reading","Barnsley","Barnsley","Winamax",2.7,7.8,0,-7.8,1,521
"522",2020-02-29,"Liga Primera","Valence","Betis seville","X","Winamax",3.7,3.9,0,-3.9,1,522
"523",2020-02-29,"Liga Secunda","Huesca ","extremadura UD","X","Winamax",3.3,3.9,1,8.97,1,523
"524",2020-02-29,"Liga Secunda","Ponferradina","Gijon","X","Winamax",2.65,3.9,0,-3.9,1,524
"525",2020-02-29,"Ligue 1","PSG","Dijon","Dijon","Winamax",23,3.9,0,-3.9,1,525
"526",2020-02-29,"Jupiler League","Waasland","Anderlecht","Anderlecht","Winamax",1.47,3.9,1,1.833,1,526
"527",2020-02-29,"Bundesliga","Cologne","Schalke 04","Schalke 04","Winamax",3.2,7.8,0,-7.8,1,527
"528",2020-02-29,"Liga Primera","Leganes","Alaves","Alaves","Winamax",4,3.9,0,-3.9,1,528
"529",2020-02-29,"Liga NOS","Rio Ave","Belenenses","Belenenses","Betclic",6.6,3.9,0,-3.9,1,529
"530",2020-02-29,"Eredivisie","Venlo","Fortuna Sittard","Venlo","Betclic",2.03,7.6,0,-7.6,1,530
"531",2020-02-29,"Ligue 1","Amiens","Metz","X","Betclic",3.1,3.8,0,-3.8,1,531
"532",2020-02-29,"Jupiler League","Waregem","Courtrai","Courtrai","Betclic",2.65,3.8,0,-3.8,1,532
"533",2020-02-29,"Ligue 1","Monaco","Reims","Monaco","Winamax",1.85,3.8,0,-3.8,1,533
"534",2020-02-29,"Ligue 1","Toulouse","Rennes","Toulouse","Winamax",4,3.8,0,-3.8,1,534
"535",2020-02-29,"Ligue 1","Montpellier","Strasbourg","Montpellier","Winamax",2.45,3.8,1,5.51,1,535
"536",2020-02-29,"Jupiler League","Anvers","Ostende","Ostende","Betclic",7.1,3.8,0,-3.8,1,536
"537",2020-02-29,"Liga Secunda","Albacete","Rayo Vallecano","X","Betclic",2.65,3.8,1,6.27,1,537
"538",2020-02-29,"Liga NOS","Boavista","Gil Vicente","Gil Vicente","Betclic",2.8,3.8,1,6.84,1,538
"539",2020-02-29,"NBA","NYK","CHI","CHI","Betclic",2.19,30,0,-30,1,539
"540",2020-02-29,"Eredivisie","Twente","Heerenveen","Twente","Winamax",2.3,7.6,0,-7.6,1,540
"541",2020-02-29,"Serie A","Naples","Torino","Torino","Winamax",6.25,11.5,0,-11.5,1,541
"542",2020-02-29,"Liga Primera","Grenade","Celta Vigo","Celta Vigo","Winamax",2.2,3.8,0,-3.8,1,542
"543",2020-02-29,"Liga Secunda","Santander","Saragosse","X","Winamax",3,3.8,1,7.6,1,543
"544",2020-02-29,"NBA","MIA","BRK","MIA","Winamax",1.36,30,1,10.8,1,544
"545",2020-02-29,"NBA","CLE","IND","CLE","Winamax",4.25,30,0,-30,1,545
"546",2020-03-01,"Eredivisie","Waalwijk","Utrecht","Waalwijk","Betclic",4.75,13.41,1,50.2875,1,546
"547",2020-03-01,"Liga Primera","Séville","Osasuna","X","Winamax",4.65,6.7,0,-6.7,1,547
"548",2020-03-01,"Bundesliga","union berlin","wolfsbourg","wolfsbourg","Winamax",2.5,13.41,0,-13.41,1,548
"549",2020-03-01,"Bundesliga 2","aminia bielfeld","SV wehen","X","Winamax",3.5,6.7,0,-6.7,1,549
"550",2020-03-01,"Bundesliga 2","bochum","sandhausen","bochum","Winamax",2.15,6.7,0,-6.7,1,550
"551",2020-03-01,"Bundesliga 2","st pauli","osnabruck","X","Winamax",3,6.7,0,-6.7,1,551
"552",2020-03-01,"Liga Primera","Athletic bilbao","villareal","X","Winamax",3.35,6.7,0,-6.7,1,552
"553",2020-03-01,"Jupiler League","Genk","club bruges","club bruges","Betclic",1.85,6.7,1,5.695,1,553
"554",2020-03-01,"Premier League","Everton","Manchester united","MU","Winamax",2.6,6.7,0,-6.7,1,554
"555",2020-03-01,"Liga Primera","Espanyol","Athletico Madrid","Athletico","Winamax",2,6.7,0,-6.7,1,555
"556",2020-03-01,"Eredivisie","Sparta roterdam","FC emen","Sparta rotterdam","Winamax",1.9,13.7,1,12.33,1,556
"557",2020-03-01,"Ligue 1","Bordeaux","Nice","Bordeaux","Winamax",2,6.7,0,-6.7,1,557
"558",2020-03-01,"Serie A","Cagliari","AS rome","AS rome","Winamax",2.22,20.1,1,24.522,1,558
"559",2020-03-01,"Jupiler League","Charleroi","standard","standard","Winamax",2.9,6.7,0,-6.7,1,559
"560",2020-03-01,"Liga Primera","Real Madrid","Barcelone","Barcelone","Winamax",3.1,6.7,0,-6.7,1,560
"561",2020-03-01,"NBA","MIN","DAL","MIN","Winamax",2.8,27,0,-27,1,561
"562",2020-03-01,"NBA","GSW","WAS","WAS","Winamax",1.35,26,1,9.1,1,562
"563",2020-03-01,"Bundesliga 2","Hanovre","Holstein","X","1xBet",3.4,6.7,0,-6.7,1,563
"564",2020-03-01,"Ligue 2","Paris FC","Lens","Paris FC","Winamax",4,13.41,0,-13.41,1,564
"565",2020-03-01,"Championship","Middlesbrough","Notthingham","Middelsbrough","Winamax",2.65,13.41,0,-13.41,1,565
"566",2020-03-03,"Serie B","salernitana","venezia","X","Winamax",2.85,12.73,0,-12.73,1,566
"567",2020-03-03,"Serie B","pordenone","Juve stabia","Juve stabia","Winamax",4.5,12.73,0,-12.73,1,567
"568",2020-03-03,"Serie B","Cremonese","Empoli","X","Winamax",2.9,12.73,0,-12.73,1,568
"569",2020-03-03,"Serie B","Cosenza ","citadella","X","Winamax",2.8,12.73,0,-12.73,1,569
"570",2020-03-03,"SC0","Hibernian FC","Heart of midlothian","Hibernian FC","Winamax",2,12.73,0,-12.73,1,570
"571",2020-03-03,"NBA","Boston celtics","Brooklyn nets","Boston celtics","Winamax",1.39,26,0,-26,1,571
"572",2020-03-03,"NBA","Denver nuggets","GSW","GSW","Winamax",11,25,1,250,1,572
"573",2020-03-03,"NBA","LAL","Philadelphia","Philadelphia","Betclic",7.9,25,0,-25,1,573
"574",2020-03-03,"NBA","Phoenix suns","Toronto Raptors","Raptors","Betclic",1.61,25,1,15.25,1,574
"575",2020-03-04,"Serie B","Ascoli","Chievo Vérone","Ascoli","1xBet",3.09,15,0,-15,1,575
"576",2020-03-04,"Serie B","Spezia","Pescara","X","1xBet",3.48,15,0,-15,1,576
"577",2020-03-04,"SC0","Kilmarnock","Aberdeen","X","1xBet",3.17,15,1,32.55,1,577
"578",2020-03-04,"SC0","Livingston","Celtic","X","1xBet",4.64,15,1,54.6,1,578
"579",2020-03-04,"SC0","St Mirren","St Johnstone","X","1xBet",3.17,15,1,32.55,1,579
"580",2020-03-05,"NBA","Brooklyn","Memphis","Brooklyn","1xBet",1.78,35,0,-35,1,580
"581",2020-03-05,"NBA","Minnesota","Chicago","Chicago","1xBet",2.075,35,0,-35,1,581
"582",2020-03-05,"NBA","Portland","Washington","Portland","1xBet",1.33,35,1,11.55,1,582
"583",2020-03-06,"NBA","Sacramento","Philidelphie","Philadelphie","1xBet",2.768,32,1,56.576,1,585
"584",2020-03-06,"NBA","Houston","Clippers","Houston","Winamax",1.95,32,0,-32,1,586
"585",2020-03-06,"Bundesliga 2","Nurnberg","Hannover","X","1xBet",3.4,50,0,-50,1,587
"586",2020-03-06,"Bundesliga 2","Osnabruck","Wehen","Wehen","1xBet",3.48,8.37,1,20.7576,1,588
"587",2020-03-06,"Ligue 2","Chateauroux","Caen","Caen","Winamax",2.35,16.74,0,-16.74,1,589
"588",2020-03-06,"Ligue 2","Clermont","Sochaux","Sochaux","Winamax",4.5,16.74,0,-16.74,1,590
"589",2020-03-06,"Ligue 2","Niort","Nancy","X","Winamax",2.95,16.74,1,32.643,1,591
"590",2020-03-06,"Ligue 2","Grenoble","Valenciennes","Grenoble","Winamax",2.07,16.74,0,-16.74,1,592
"591",2020-03-06,"Ligue 2","Le Havre","Auxerre","Auxerre","Winamax",3.75,16.74,0,-16.74,1,593
"592",2020-03-06,"Ligue 2","Rodez","Guingamp","Guingamp","Winamax",2.57,16.74,0,-16.74,1,594
"593",2020-03-06,"Ligue 2","Troyes","Paris FC","Paris FC","Winamax",6.1,16.74,0,-16.74,1,595
"594",2020-03-06,"Ligue 2","Chambly","Le Mans","X","Winamax",3.2,16.74,1,36.828,1,596
"595",2020-03-06,"Bundesliga","Paderborn","Cologne","Paderborn","Winamax",3.2,8.4,0,-8.4,1,597
"596",2020-03-06,"Eredivisie","Fortuna Sittard","PEC Zwolle","Fortuna Sittard","1xBet",2.15,25.11,0,-25.11,1,598
"597",2020-03-06,"Championship","Notthingham","Millwall","X","1xBet",3.12,8.4,0,-8.4,1,599
"598",2020-03-06,"Liga Secunda","Lugo","Cadiz","Lugo","1xBet",3.62,16.74,0,-16.74,1,600
"599",2020-03-07,"NBA","NY Knicks","OKC","OKC","1xBet",1.44,29,1,12.76,1,603
"600",2020-03-07,"NBA","New Orleans Pelicans","Miami","Miami","1xBet",2.045,29,0,-29,1,604
"601",2020-03-07,"NBA","Minnesota","Orlando","Orlando","Winamax",1.72,29,1,20.88,1,605
"602",2020-03-07,"NBA","Phoenix suns","Portland","Phoenix","Winamax",2.41,29,1,40.89,1,606
"603",2020-03-07,"NBA","Lakers","Milwaukee","Lakers","Winamax",1.82,29,1,23.78,1,607
"604",2020-03-07,"NBA","Chicago","Indiana","Indiana","Betclic",1.72,29,1,20.88,1,608
"605",2020-03-07,"Bundesliga 2","Darmstadt","Bochum","X","1xBet",3.2,4,1,8.8,1,609
"606",2020-03-07,"Championship","Bristol","Fulham","Bristol","1xBet",3.58,4,0,-4,1,610
"607",2020-03-07,"Premier League","Liverpool","Bournemouth","Bournemouth","Winamax",13.5,8.1,0,-8.1,1,611
"608",2020-03-07,"Ligue 2","Ajaccio","Lorient","Lorient","Winamax",2.65,8,0,-8,1,612
"609",2020-03-07,"Serie B","Frosinone","Cremone","Frosinone","1xBet",1.76,4,0,-4,1,613
"610",2020-03-07,"Serie B","Perugia","Salernitana","Salernitana","1xBet",3.81,4,0,-4,1,614
"611",2020-03-07,"Serie B","Venezia","Crotone","X","1xBet",3.22,4,0,-4,1,615
"612",2020-03-07,"Bundesliga","Fribourg","Union berlin","Union berlin","Winamax",3.15,4,0,-4,1,616
"613",2020-03-07,"Bundesliga","Hertha berlin","Werder breme","Werder breme","Winamax",3.15,4,0,-4,1,617
"614",2020-03-07,"Bundesliga","Leverkusen","Francfort","Francfort","Winamax",3.95,4,0,-4,1,618
"615",2020-03-07,"Premier League","Arsenal","West ham","West Ham","Winamax",5.6,8,0,-8,1,619
"616",2020-03-07,"Premier League","Shefield united","Norwich","Norwich","Winamax",5.3,8,0,-8,1,620
"617",2020-03-07,"Championship","Barnsley","cardiff","X","1xBet",3.38,4,0,-4,1,621
"618",2020-03-07,"Championship","birmingham","reading","X","1xBet",3.56,4,0,-4,1,622
"619",2020-03-07,"Championship","Brentford","Shefield","Shefield","1xBet",5.64,4,0,-4,1,623
"620",2020-03-07,"Championship","Charlton","Middlesbrough","Charlton","1xBet",3.19,4,0,-4,1,624
"621",2020-03-07,"Championship","Leeds ","Huddersfield","Huddersfield","1xBet",7.18,4,0,-4,1,625
"622",2020-03-07,"Championship","Preston","QPR","X","1xBet",3.57,4,0,-4,1,626
"623",2020-03-07,"Championship","Stoke ","Hull","X","1xBet",4.62,4,0,-4,1,627
"624",2020-03-07,"Championship","Swansea","West brom","X","1xBet",3.66,4,1,10.64,1,628
"625",2020-03-07,"Championship","Wigan","Luton","X","1xBet",3.88,4,1,11.52,1,629
"626",2020-03-07,"Liga Secunda","Extremadura UD","oviedo","Extremadura UD","1xBet",2.88,8,0,-8,1,630
"627",2020-03-07,"SC0","Celtic","St Miren","X","1xBet",9.1,8,0,-8,1,631
"628",2020-03-07,"SC0","Haberdeen","hibernian","X","1xBet",3.61,8,0,-8,1,632
"629",2020-03-07,"SC0","Hearts","Motherwell","X","1xBet",3.89,8,1,23.12,1,633
"630",2020-03-07,"SC0","St Johnstone","Livingstone","St johnstone","1xBet",2.6,8,1,12.8,1,634
"631",2020-03-07,"Liga NOS","Tondela","Boavista","Tondela","Winamax",2.35,4,0,-4,1,635
"632",2020-03-07,"Liga Secunda","Huesca ","Fuenlabrada","Fuenlabrada","1xBet",4.86,8,0,-8,1,636
"633",2020-03-07,"Liga Secunda","Numancia","Santander","X","1xBet",3.04,8,0,-8,1,637
"634",2020-03-07,"Premier League","Burnley","Tottenham","X","Winamax",3.35,7.5,1,17.625,1,638
"635",2020-03-07,"Bundesliga","Borussia M'Gladbach","Dortmund","Dortmund","Winamax",2.15,3.7,1,4.255,1,639
"636",2020-03-07,"Eredivisie","Vitesse","Twente","Vitesse","1xBet",1.89,11.9,1,10.591,1,640
"637",2020-03-07,"Eredivisie","Emmen","Venlo","Emmen","1xBet",2,11.9,1,11.9,1,641
"638",2020-03-07,"Ligue 1","Dijon","Toulouse","Dijon","Winamax",1.86,3.7,1,3.182,1,642
"639",2020-03-07,"Ligue 1","Metz","Nimes","Metz","Winamax",2.4,3.7,1,5.18,1,643
"640",2020-03-07,"Ligue 1","Nice","Monaco","Monaco","Winamax",2.2,3.7,0,-3.7,1,644
"641",2020-03-07,"Ligue 1","Reims","Brest","Reims","Winamax",2.12,3.7,1,4.144,1,645
"642",2020-03-07,"Jupiler League","Anderlect","Waregem","Waregem","1xBet",9.1,7.4,0,-7.4,1,646
"643",2020-03-07,"Jupiler League","Gent","Charleroi","Charleroi","1xBet",3.96,7.4,1,21.904,1,647
"644",2020-03-07,"Jupiler League","kortwijk","antwerp","antwerp","1xBet",2.42,7.4,1,10.508,1,648
"645",2020-03-07,"Jupiler League","Mouscron","Waasland-bereven","Mouscron","1xBet",2.21,7.4,1,8.954,1,649
"646",2020-03-07,"Jupiler League","Oostende","Genk","Oostende","1xBet",3.77,7.4,0,-7.4,1,650
"647",2020-03-07,"Liga Secunda","Almeria","Deportivo la corogne","Almeria","Winamax",1.92,7.4,1,6.808,1,651
"648",2020-03-07,"Liga NOS","FC Porto","Rio Ave","Rio Ave","Winamax",7,3.7,0,-3.7,1,652
"649",2020-03-07,"NBA","Charlotte","Houston","Charlotte","1xBet",3.86,33,1,94.38,1,653
"650",2020-03-08,"NBA","Grizzlies de Memphis","Atlanta Hawks","Grizzlies","1xBet",1.45,33,1,14.85,1,654
"651",2020-03-08,"NBA","GSW","Philadelphie","Philadelphie","1xBet",1.67,33,0,-33,1,655
"652",2020-03-08,"NBA","Portland trail blazers","Sacremento","Portland","1xBet",1.71,33,0,-33,1,656
"653",2020-03-08,"Liga Secunda","Rayo Vallecano","Elche","Elche","1xBet",4.75,17,1,63.75,1,659
"654",2020-03-08,"Eredivisie","Utrecht","Sparta Rotterdam","Utrecht","1xBet",1.69,25.57,1,17.6433,1,660
"655",2020-03-08,"SC0","Ross County","Rangers","Ross County","1xBet",11.5,17,0,-17,1,661
"656",2020-03-08,"Bundesliga 2","Dresden","Erzgebirge","X","1xBet",2.98,8.5,0,-8.5,1,662
"657",2020-03-08,"Bundesliga 2","Sandhausen","St Pauli","X","1xBet",3.17,8.5,1,18.445,1,663
"658",2020-03-08,"Ligue 1","St Etienne","Bordeaux","St Etienne","Winamax",2.25,8.5,0,-8.5,1,664
"659",2020-03-08,"Premier League","Chelsea","Everton","Chelsea","Winamax",1.88,17,1,14.96,1,665
"660",2020-03-08,"Serie A","Milan","Genoa","Genoa","1xBet",7.1,25.57,1,155.977,1,666
"661",2020-03-08,"Serie A","Sampdoria","Verona","Verona","1xBet",2.86,25.57,0,-25.57,1,667
"662",2020-03-08,"Serie B","Juve stabia","Spezia","Spezia","1xBet",2.01,8.5,0,-8.5,1,668
"663",2020-03-08,"Serie B","Virtus Entella","Ascoli","Virtus Entella","1xBet",2.12,8.5,1,9.52,1,669
"664",2020-03-08,"Championship","Derby country","Blackburn","X","1xBet",3.24,8.5,0,-8.5,1,670
"665",2020-03-08,"Liga Secunda","Malaga","Real Zaragoza","X","1xBet",2.96,17,0,-17,1,671
"666",2020-03-08,"Liga NOS","Belenenses","Famalicao","Famalicao","1xBet",2.46,8.5,0,-8.5,1,672
"667",2020-03-08,"Premier League","Manchester united","Manchester city","MU","Winamax",4.6,17,1,61.2,1,673
"668",2020-03-08,"Ligue 1","Stade rennais","Montpellier","X","Winamax",3.25,8.5,0,-8.5,1,674
"669",2020-03-08,"Bundesliga","Mayence ","Fortuna Dusseldorf","Dusseldorf","1xBet",4.5,8.5,0,-8.5,1,675
"670",2020-03-08,"Serie A","Udinesse","Fiorentina","X","Winamax",3.15,25.57,1,54.9755,1,676
"671",2020-03-08,"Liga Secunda","Alcorcon","Mirandes","X","1xBet",3.01,17,0,-17,1,677
"672",2020-03-08,"Liga Secunda","Gijon","Las palmas","Las palmas","1xBet",4.36,17,0,-17,1,678
"673",2020-03-08,"Liga NOS","Lisbon","Alaves","Lisbon","1xBet",1.26,8.5,1,2.21,1,679
"674",2020-03-08,"Liga Secunda","Tenerife","Ponferradina","X","1xBet",2.9,21.96,0,-21.96,1,680
"675",2020-03-08,"Ligue 1","Lille","Lyon","X","1xBet",3.4,11,0,-11,1,681
"676",2020-03-08,"NBA","Boston","OKC","Boston celtics","1xBet",1.46,44,0,-44,1,682
"677",2020-03-08,"NBA","Houston","Orlando","Orlando","1xBet",3.86,44,1,125.84,1,683
"678",2020-03-08,"NBA","Knicks","Detroit","Detroit","1xBet",2.95,44,0,-44,1,684
"679",2020-03-08,"NBA","Washington","Miami","Washington","1xBet",2.768,44,0,-44,1,685
"680",2020-03-08,"NBA","Sacramento","Toronto Raptors","Sacramento","1xBet",2.95,44,0,-44,1,686
"681",2020-03-09,"Turquie","Genclerbirligi","Antalyaspor","X","1xBet",3.54,20.3,1,51.562,1,687
"682",2020-03-09,"Serie A","Sassuolo","Brescia","Brescia","Winamax",6.1,30.45,0,-30.45,1,688
"683",2020-03-09,"Bundesliga 2","Stuttgart","Bielefeld","X","1xBet",3.74,10.35,1,28.359,1,689
"684",2020-03-09,"Ligue 2","Lens","Orléans","Orléans","Winamax",7.25,20.6,0,-20.6,1,690
"685",2020-03-09,"Premier League","Leicester","Aston Villa","Aston Villa","Winamax",6,20.6,0,-20.6,1,691
"686",2020-03-10,"NBA","Utah","Toronto Raptors","Toronto","1xBet",2.975,45,1,88.875,1,692
"687",2020-03-10,"NBA","Atlanta","Charlotte","Charlotte","1xBet",2.75,45,0,-45,1,693
"688",2020-03-10,"NBA","Denver nuggets","Milwaukee","Milwaukee","1xBet",2.75,45,0,-45,1,694
"689",2020-03-11,"NBA","Lakers","Brooklyn nets","Brooklyn","1xBet",6.85,40,1,234,1,695
"690",2020-03-11,"NBA","GSW","Clippers","GSW","1xBet",7.7,40,0,-40,1,696
"691",2020-03-11,"Bundesliga","Borussia M'Gladbach","Cologne","Borussia M'Gladbach","Winamax",1.92,12.15,1,11.178,1,697
"692",2020-03-11,"SC0","St Mirren","Hearts","X","1xBet",3.22,24.54,0,-24.54,1,698
"693",2020-03-12,"NBA","Atlanta","Knicks","Knicks","1xBet",2.768,48.11,1,85.05848,1,699
"694",2020-03-12,"NBA","Dallas","Denver","Dallas","Winamax",2.25,48.11,1,60.1375,1,700
